source_page,asset_url,generated_at_utc
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/EXP_2007_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/EXP_2008_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/EXP_2009_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/EXP_2010_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/EXP_2011_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/EXP_2012_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/EXP_2013_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/EXP_2014_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/EXP_2015_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/EXP_2016_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/EXP_2017_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/EXP_2018_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/EXP_2019_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/EXP_2020_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/EXP_2021_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/EXP_2022_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/EXP_2023_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/EXP_2024_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/EXP_2025_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/EXP_2026_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/EXP_COMPLETA_MUN.zip,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/EXP_TOTAIS_CONFERENCIA_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/IMP_1997_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/IMP_1998_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/IMP_1999_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/IMP_2000_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/IMP_2001_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/IMP_2002_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/IMP_2003_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/IMP_2004_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/IMP_2005_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/IMP_2006_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/IMP_2007_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/IMP_2008_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/IMP_2009_MUN.csv,2026-05-14T01:33:44.444273+00:00
https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas/base-de-dados-bruta,https://balanca.economia.gov.br/balanca/bd/comexstat-bd/mun/IMP_2010_MUN.csv,2026-05-14T01:33:44.444273+00:00
